Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Додатковий рівень,Категорія об’єкта,Назва об’єкта
UA01000000000013043,UA01040000000069938,UA01040750000059611,UA01040750010015899,,C,Якимівка
UA01000000000013043,UA01040000000069938,UA01040750000059611,UA01040750020047552,,C,Дворіччя
UA01000000000013043,UA01040000000069938,UA01040750000059611,UA01040750030056459,,C,Лужки
UA01000000000013043,UA01060000000028159,,,,P,Джанкойський
UA01000000000013043,UA01060000000028159,UA01060010000036566,,,H,Азовська 
UA01000000000013043,UA01060000000028159,UA01060010000036566,UA01060010010090682,,T,Азовське
UA01000000000013043,UA01060000000028159,UA01060030000038531,,,H,Вільненська 
UA01000000000013043,UA01060000000028159,UA01060030000038531,UA01060030010037486,,T,Вільне
UA01000000000013043,UA01060000000028159,UA01060050000010421,,,H,Джанкойська 
UA01000000000013043,UA01060000000028159,UA01060050000010421,UA01060050010078305,,M,Джанкой
UA01000000000013043,UA01060000000028159,UA01060070000050618,,,H,Єрмаківська 
UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070010079622,,C,Єрмакове
UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070020020057,,C,Вітвисте
UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070030055199,,C,Копані
UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070040077324,,C,Придорожнє
UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070050062490,,C,Солоне Озеро
UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070060083016,,C,Стовпове
UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070070051856,,C,Тархан-Сунак
UA01000000000013043,UA01060000000028159,UA01060090000040099,,,H,Завіто-Ленінська 
UA01000000000013043,UA01060000000028159,UA01060090000040099,UA01060090010012913,,C,Кучук-Алкали
UA01000000000013043,UA01060000000028159,UA01060090000040099,UA01060090020040554,,C,Зелений Яр
UA01000000000013043,UA01060000000028159,UA01060090000040099,UA01060090030020893,,C,Мартинівка
UA01000000000013043,UA01060000000028159,UA01060090000040099,UA01060090040090998,,C,Мілководне
UA01000000000013043,UA01060000000028159,UA01060090000040099,UA01060090050035872,,C,Пушкіне
UA01000000000013043,UA01060000000028159,UA01060090000040099,UA01060090060088166,,C,Солонцеве
UA01000000000013043,UA01060000000028159,UA01060110000056995,,,H,Зарічненська 
UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110010025642,,C,Зарічне
UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110020054068,,C,Армійське
UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110030095585,,C,Болотне
UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110040062805,,C,Низинне
UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110050080013,,C,Перепілкине
UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110060044964,,C,Суміжне
UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110070010109,,X,Митюрине
UA01000000000013043,UA01060000000028159,UA01060130000083087,,,H,Ізумруднівська 
UA01000000000013043,UA01060000000028159,UA01060130000083087,UA01060130010045779,,C,Ізумрудне
UA01000000000013043,UA01060000000028159,UA01060130000083087,UA01060130020057887,,C,Дмитрівка
UA01000000000013043,UA01060000000028159,UA01060130000083087,UA01060130030038263,,C,Калинівка
UA01000000000013043,UA01060000000028159,UA01060130000083087,UA01060130040012002,,C,Мічурінівка
UA01000000000013043,UA01060000000028159,UA01060130000083087,UA01060130050057960,,C,Новостепове
UA01000000000013043,UA01060000000028159,UA01060130000083087,UA01060130060096110,,C,Овочеве
UA01000000000013043,UA01060000000028159,UA01060150000096126,,,H,Кіндратівська 
UA01000000000013043,UA01060000000028159,UA01060150000096126,UA01060150010027388,,C,Кіндратове
UA01000000000013043,UA01060000000028159,UA01060150000096126,UA01060150020068737,,C,Мішен-Найман
UA01000000000013043,UA01060000000028159,UA01060150000096126,UA01060150030057302,,C,Рубинівка
UA01000000000013043,UA01060000000028159,UA01060150000096126,UA01060150040088519,,X,Дорожнє
UA01000000000013043,UA01060000000028159,UA01060170000087883,,,H,Кримківська 
UA01000000000013043,UA01060000000028159,UA01060170000087883,UA01060170010033391,,C,Кримка
UA01000000000013043,UA01060000000028159,UA01060190000037533,,,H,Лобанівська 
UA01000000000013043,UA01060000000028159,UA01060190000037533,UA01060190010025055,,C,Лобанове
UA01000000000013043,UA01060000000028159,UA01060190000037533,UA01060190020063631,,C,Жилине
UA01000000000013043,UA01060000000028159,UA01060190000037533,UA01060190030045526,,C,Мар’їне
UA01000000000013043,UA01060000000028159,UA01060190000037533,UA01060190040064489,,C,Орденоносне
UA01000000000013043,UA01060000000028159,UA01060190000037533,UA01060190050045891,,X,Ясне
UA01000000000013043,UA01060000000028159,UA01060210000015881,,,H,Луганська 
UA01000000000013043,UA01060000000028159,UA01060210000015881,UA01060210010054267,,C,Луганське
UA01000000000013043,UA01060000000028159,UA01060210000015881,UA01060210020070598,,C,Джадра-Шейх-Елі
UA01000000000013043,UA01060000000028159,UA01060210000015881,UA01060210030030095,,C,Ковильне
UA01000000000013043,UA01060000000028159,UA01060210000015881,UA01060210040086529,,C,Пробудження
UA01000000000013043,UA01060000000028159,UA01060210000015881,UA01060210050082911,,C,Тутове
UA01000000000013043,UA01060000000028159,UA01060230000090283,,,H,Майська 
UA01000000000013043,UA01060000000028159,UA01060230000090283,UA01060230010081534,,C,Майське
UA01000000000013043,UA01060000000028159,UA01060230000090283,UA01060230020019545,,C,Бай-Кончек
UA01000000000013043,UA01060000000028159,UA01060230000090283,UA01060230030011132,,C,Ближнє
UA01000000000013043,UA01060000000028159,UA01060230000090283,UA01060230040047884,,C,Житомирське
UA01000000000013043,UA01060000000028159,UA01060230000090283,UA01060230050014955,,C,Польове
UA01000000000013043,UA01060000000028159,UA01060250000010093,,,H,Маслівська 
UA01000000000013043,UA01060000000028159,UA01060250000010093,UA01060250010035790,,C,Маслове
UA01000000000013043,UA01060000000028159,UA01060250000010093,UA01060250020088912,,C,Конурча
UA01000000000013043,UA01060000000028159,UA01060250000010093,UA01060250030035126,,C,Орак-Аджи
UA01000000000013043,UA01060000000028159,UA01060270000057570,,,H,Медведівська 
UA01000000000013043,UA01060000000028159,UA01060270000057570,UA01060270010016642,,C,Медведівка
UA01000000000013043,UA01060000000028159,UA01060270000057570,UA01060270020055295,,C,Передмістне
UA01000000000013043,UA01060000000028159,UA01060270000057570,UA01060270030024975,,C,Тургенєве
UA01000000000013043,UA01060000000028159,UA01060290000012729,,,H,Мирнівська 
UA01000000000013043,UA01060000000028159,UA01060290000012729,UA01060290010093008,,C,Мирнівка
UA01000000000013043,UA01060000000028159,UA01060290000012729,UA01060290020059939,,C,Дніпровка
UA01000000000013043,UA01060000000028159,UA01060290000012729,UA01060290030056654,,C,Костянтинівка
UA01000000000013043,UA01060000000028159,UA01060290000012729,UA01060290040096431,,C,Рисакове
UA01000000000013043,UA01060000000028159,UA01060290000012729,UA01060290050016030,,C,Тимофіївка
UA01000000000013043,UA01060000000028159,UA01060310000070223,,,H,Новокримська 
UA01000000000013043,UA01060000000028159,UA01060310000070223,UA01060310010077633,,C,Новокримське
UA01000000000013043,UA01060000000028159,UA01060310000070223,UA01060310020084102,,C,Істочне
UA01000000000013043,UA01060000000028159,UA01060310000070223,UA01060310030037516,,C,Павлівка
UA01000000000013043,UA01060000000028159,UA01060330000093805,,,H,Пахарівська 
UA01000000000013043,UA01060000000028159,UA01060330000093805,UA01060330010057478,,C,Пахарівка
UA01000000000013043,UA01060000000028159,UA01060330000093805,UA01060330020054147,,C,Випасне
UA01000000000013043,UA01060000000028159,UA01060350000056233,,,H,Побєдненська 
UA01000000000013043,UA01060000000028159,UA01060350000056233,UA01060350010072722,,C,Побєдне
UA01000000000013043,UA01060000000028159,UA01060350000056233,UA01060350020027998,,C,Нове Життя
UA01000000000013043,UA01060000000028159,UA01060350000056233,UA01060350030082893,,C,Тарасівка
UA01000000000013043,UA01060000000028159,UA01060370000043403,,,H,Просторненська 
UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370010062246,,C,Просторне
UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370020044063,,C,Антонівка
UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370030050272,,C,Апрелівка
UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370040017640,,C,Бородіно
UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370050059566,,C,Нижні Отрожки
UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370060019643,,C,Слов’янське
UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370070099918,,C,Стефанівка
UA01000000000013043,UA01060000000028159,UA01060390000046603,,,H,Розкішненська 
UA01000000000013043,UA01060000000028159,UA01060390000046603,UA01060390010064808,,C,Розкішне
UA01000000000013043,UA01060000000028159,UA01060390000046603,UA01060390020015060,,C,Зернове
UA01000000000013043,UA01060000000028159,UA01060410000094479,,,H,Рощинська 
UA01000000000013043,UA01060000000028159,UA01060410000094479,UA01060410010056869,,C,Рощине
UA01000000000013043,UA01060000000028159,UA01060410000094479,UA01060410020048220,,C,Ближньогородське
UA01000000000013043,UA01060000000028159,UA01060410000094479,UA01060410030043595,,C,Краснодольне
UA01000000000013043,UA01060000000028159,UA01060410000094479,UA01060410040018353,,C,Озерне
UA01000000000013043,UA01060000000028159,UA01060410000094479,UA01060410050095410,,C,Сєрноводське
UA01000000000013043,UA01060000000028159,UA01060430000047350,,,H,Світлівська 
UA01000000000013043,UA01060000000028159,UA01060430000047350,UA01060430010016957,,C,Світле
UA01000000000013043,UA01060000000028159,UA01060430000047350,UA01060430020098298,,C,Благодатне
UA01000000000013043,UA01060000000028159,UA01060450000039619,,,H,Стальненська 
UA01000000000013043,UA01060000000028159,UA01060450000039619,UA01060450010038318,,C,Стальне
UA01000000000013043,UA01060000000028159,UA01060450000039619,UA01060450020063825,,C,Многоводне
UA01000000000013043,UA01060000000028159,UA01060450000039619,UA01060450030042795,,C,Новокостянтинівка
UA01000000000013043,UA01060000000028159,UA01060450000039619,UA01060450040092919,,C,Новопавлівка
UA01000000000013043,UA01060000000028159,UA01060450000039619,UA01060450050080305,,C,Новофедорівка
UA01000000000013043,UA01060000000028159,UA01060450000039619,UA01060450060013660,,C,Озерки
UA01000000000013043,UA01060000000028159,UA01060450000039619,UA01060450070071811,,C,Прозрачне
UA01000000000013043,UA01060000000028159,UA01060450000039619,UA01060450080046823,,C,Рідне
UA01000000000013043,UA01060000000028159,UA01060470000074569,,,H,Табачненська 
UA01000000000013043,UA01060000000028159,UA01060470000074569,UA01060470010070359,,C,Табачне
UA01000000000013043,UA01060000000028159,UA01060470000074569,UA01060470020078384,,C,Новосільцеве
UA01000000000013043,UA01060000000028159,UA01060470000074569,UA01060470030034624,,C,Федорівка
UA01000000000013043,UA01060000000028159,UA01060470000074569,UA01060470040097468,,C,Хлібне
UA01000000000013043,UA01060000000028159,UA01060490000025706,,,H,Цілинна 
UA01000000000013043,UA01060000000028159,UA01060490000025706,UA01060490010090976,,C,Цілинне
UA01000000000013043,UA01060000000028159,UA01060490000025706,UA01060490020033500,,C,Колоски
UA01000000000013043,UA01060000000028159,UA01060490000025706,UA01060490030057741,,C,Томашівка
UA01000000000013043,UA01060000000028159,UA01060510000014745,,,H,Чайкинська 
UA01000000000013043,UA01060000000028159,UA01060510000014745,UA01060510010048579,,C,Чайкине
UA01000000000013043,UA01060000000028159,UA01060510000014745,UA01060510020099749,,C,Мисове
UA01000000000013043,UA01060000000028159,UA01060530000083757,,,H,Ярківська 
UA01000000000013043,UA01060000000028159,UA01060530000083757,UA01060530010049751,,C,Ярке
UA01000000000013043,UA01060000000028159,UA01060530000083757,UA01060530020067140,,C,Яструбці
UA01000000000013043,UA01060000000028159,UA01060550000035996,,,H,Яркополенська 
UA01000000000013043,UA01060000000028159,UA01060550000035996,UA01060550010089778,,C,Ярке Поле
UA01000000000013043,UA01060000000028159,UA01060550000035996,UA01060550020050465,,C,Арбузівка
UA01000000000013043,UA01060000000028159,UA01060550000035996,UA01060550030014907,,C,Веселе
UA01000000000013043,UA01060000000028159,UA01060550000035996,UA01060550040014571,,C,Відрадне
UA01000000000013043,UA01060000000028159,UA01060550000035996,UA01060550050063361,,C,Нахідка
