Кодифікатор,Код об'єкта КОАТУУ ,Категорія об’єкта,Назва об’єкта
UA01080730010071696,0124387701,С,Уютне
UA01080750000013468,0124388000,Н,Фрунзенська 
UA01080750010098495,0124388001,С,Багайли
UA01080770000058252,0125655100,Н,Чорноморська 
UA01080770010068666,0125655100,Т,Чорноморське
UA01080790000011419,0124388800,Н,Штормівська 
UA01080790010016972,0124388801,С,Штормове
UA01080790020064888,0124388802,С,Криловка
UA01080790030093226,0124388803,С,Попівка
UA01080790040022141,0124388804,С,Привітне
UA01080790050041349,0124388805,С,Хуторок
UA01100000000047924,Новий район,Р,Керченський
UA01100010000022797,0122755300,Н,Багерівська 
UA01100010010089286,0122755300,Т,Багерове
UA01100010020045317,0122755301,С,Іванівка
UA01100030000048819,0122780800,Н,Батальненська 
UA01100030010061158,0122780801,С,Батальне
UA01100030020040197,0122780802,С,Южне
UA01100030030081529,0122780803,С,Ячмінне
UA01100050000032249,0122781200,Н,Бєлінська 
UA01100050010033109,0122781201,С,Бєлінське
UA01100050020018128,0122781202,С,Верхньозаморське
UA01100050030023447,0122781203,С,Золоте
UA01100050040044550,0122781204,С,Нижньозаморське
UA01100050050052182,0122781205,С,Нововідрадне
UA01100050060048177,0122781206,С,Станційне
UA01100070000027051,0122781300,Н,Виноградненська 
UA01100070010038968,0122781301,С,Виноградне
UA01100070020081236,0122781302,С,Романове
UA01100090000034261,0122781600,Н,Войковська 
UA01100090010047333,0122781601,С,Катирлез
UA01100090020099043,0122781602,С,Бондаренкове
UA01100090030049514,0122781604,С,Курортне
UA01100090040091950,0122781603,Х,Єгорове
UA01100110000093635,0122782000,Н,Глазівська 
UA01100110010054202,0122782001,С,Глазівка
UA01100110020019374,0122782002,С,Осовини
UA01100110030086898,0122782003,С,Юркине
UA01100130000078291,0122782400,Н,Горностаївська 
UA01100130010059529,0122782401,С,Горностаївка
UA01100150000050037,0122782800,Н,Завітненська 
UA01100150010015406,0122782801,С,Завітне
UA01100150020019833,0122782802,С,Костиріне
UA01100150030031394,0122782803,С,Набережне
UA01100150040032724,0122782804,С,Яковенкове
UA01100170000080650,0122783200,Н,Іллічівська 
UA01100170010020532,0122783201,С,Кара-Кую
UA01100190000015603,0122783600,Н,Калинівська 
UA01100190010010644,0122783601,С,Калинівка 
UA01100210000043998,0111200000,Н,Керченська 
UA01100210010057785,0111200000,М,Керч
UA01100230000026110,0122783700,Н,Кіровська 
UA01100230010066115,0122783701,С,Карса
UA01100230020078544,0122783702,С,Вулканівка
UA01100230030026705,0122783703,С,Ярке
UA01100250000014231,0122783900,Н,Красногірська 
UA01100250010014504,0122783901,С,Красногірка
UA01100250020023351,0122783902,С,Корольове
UA01100270000099943,0122755100,Н,Ленінська
UA01100270010050554,0122755100,Т,Єди-Кую
UA01100290000081734,0122784600,Н,Ленінська
UA01100290010046684,0122784601,С,Полтавське
UA01100290020083409,0122784603,С,Фонтан
UA01100310000012013,0122784800,Н,Лугівська 
UA01100310010010909,0122784801,С,Лугове
UA01100310020064205,0122784802,С,Єрофєєве
UA01100330000092816,0122785400,Н,Мар’ївська 
UA01100330010013955,0122785401,С,Мар’ївка
UA01100330020075777,0122785402,С,Борисівка
UA01100330030028465,0122785403,С,В’язникове
UA01100330040079238,0122785404,С,Пташкине
UA01100350000026967,0122785100,Н,Марфівська 
UA01100350010060639,0122785101,С,Марфівка
UA01100350020090496,0122785103,С,Новоселівка
UA01100350030045697,0122785104,С,Прудникове
UA01100370000049378,0122785800,Н,Мисівська 
UA01100370010043734,0122785801,С,Мисове
UA01100370020044198,0122785802,С,Азовське
UA01100370030067307,0122785803,С,Заводське
UA01100370040010689,0122785804,С,Семенівка
UA01100390000084753,0122786100,Н,Новомиколаївська 
UA01100390010069923,0122786101,С,Новомиколаївка
UA01100410000053805,0122786200,Н,Октябрська 
UA01100410010060197,0122786201,С,Мелек-Чесме
UA01100430000049599,0122780400,Н,Останінська 
UA01100430010070725,0122780401,С,Останіне
UA01100430020010219,0122780402,С,Зелений Яр
UA01100430030049330,0122780404,С,Пісочне
UA01100450000022147,0122786400,Н,Приозернівська 
UA01100450010037802,0122786401,С,Приозерне
UA01100470000038508,0122787500,Н,Семисотська 
UA01100470010097617,0122787501,С,Семисотка
UA01100470020083418,0122787502,С,Кам’янське
UA01100470030091951,0122787503,С,Львове
UA01100470040034528,0122787504,С,Петрове
UA01100470050076272,0122787505,С,Соляне
UA01100470060021944,0122787506,С,Фронтове
UA01100490000049777,0122788000,Н,Уварівська 
UA01100490010066249,0122788001,С,Уварове
UA01100510000028045,0122788400,Н,Челядінівська 
UA01100510010023855,0122788401,С,Челядінове
UA01100510020046508,0122788402,С,Огоньки
UA01100530000065789,0122788600,Н,Чистопільська 
UA01100530010017276,0122788601,С,Чистопілля
UA01100530020055718,0122788602,С,Затишне
UA01100530030057524,0122788603,С,Китай
UA01100530040015676,0122788604,С,Тасунове
UA01100550000039383,0122710500,Н,Щолкінська 
UA01100550010023633,0122710500,М,Щолкіне
UA01120000000061837,Новий район,Р,Курманський
UA01120010000079122,0123580200,Н,Абрикосівська 
UA01120010010061089,0123580201,С,Абрикосове
UA01120030000034644,0122080600,Н,Амурська 
UA01120030010073062,0122080601,С,Амурське
UA01120030020090776,0122080602,С,Іскра
UA01120030030030658,0122080603,С,Новозуївка
UA01120030040088785,0122080604,С,Новоіванівка
UA01120030050043997,0122080605,С,Новоолексіївка
UA01120030060038279,0122080606,С,Цвіткове
UA01120050000065266,0123580400,Н,Войковська 
UA01120050010085180,0123580401,С,Айбар
UA01120050020024131,0123580402,С,Відкрите
UA01120050030020437,0123580403,С,Дмитрівка
UA01120070000057928,0122080800,Н,Восходненська 
UA01120070010056807,0122080801,С,Восход
UA01120070020029454,0122080802,С,Володимирове
UA01120070030093951,0122080803,С,Доходне
UA01120070040023302,0122080805,С,Знам’янка
UA01120070050019025,0122080804,С,Зоря
UA01120070060071876,0122080806,С,Климове
UA01120070070082009,0122080807,С,Нахімове
UA01120070080078399,0122080810,С,Нейшпроцунг
UA01120070090069749,0122080808,С,Новосільці
UA01120070100018597,0122080809,С,Плодородне
UA01120090000095623,0123580800,Н,Гвардійська 
UA01120090010041528,0123580801,С,Гвардійське
UA01120090020050245,0123580802,С,Братське
UA01120090030077443,0123580803,С,Оленівка
UA01120110000033787,0123581300,Н,Гришинська 
UA01120110010019886,0123581301,С,Гришине
UA01120110020084358,0123581303,С,Біюк-Бораш
UA01120110030090910,0123581302,С,Випасне
UA01120130000039652,0122081000,Н,Зернівська 
UA01120130010021415,0122081001,С,Зернове
UA01120130020028247,0122081002,С,Новокатеринівка
UA01120170000016810,0123581900,Н,Калінінська 
UA01120170010071010,0123581901,С,Орман-Аджи
UA01120150000036675,0122081400,Н,Калінінська 
UA01120150010084235,0122081401,С,Умют
UA01120150020036088,0122081402,С,Вишняківка
UA01120150030041378,0122081403,С,Іраде
UA01120170040031309,0123581902,С,Левітанівка
UA01120150050053850,0122081404,С,Побєдине
UA01120190000076422,0122081800,Н,Клепинінська 
UA01120190010049914,0122081801,С,Клепиніне
UA01120190020033454,0122081802,С,Карпівка
UA01120190030079921,0122081803,С,Яструбівка
UA01120210000098819,0122082200,Н,Колодязянська 
UA01120210010088609,0122082201,С,Колодязне
UA01120210020087477,0122082203,С,Докучаєве
UA01120210030052326,0122082205,С,Пологи
UA01120230000035243,0123582500,Н,Кормівська 
UA01120230010087373,0123582501,С,Кормове
UA01120230020092043,0123582503,С,Боташ
UA01120230030070871,0123582502,С,Тихонівка
UA01120250000088892,0122082400,Н,Котельниківська 
UA01120250010072262,0122082401,С,Котельникове
UA01120250020033707,0122082402,С,Дібрівське
UA01120250030074316,0122082403,С,Машине
UA01120270000085374,0122055100,Н,Красногвардійська 
UA01120270010073116,0122055100,Т,Курман
UA01120270020019874,0122055101,Х,Видне
UA01120290000065834,0122082600,Н,Краснознам’янська 
UA01120290010067104,0122082601,С,Старий Млин
UA01120290020059454,0122082602,С,Радужне
UA01120290030063471,0122082603,С,Рогове
UA01120290040089289,0122082604,С,Симоненко
UA01120290050080880,0122082605,С,Тимошенко
UA01120290060042592,0122082606,С,Трактове
UA01120310000043492,0123583600,Н,Крестянівська 
UA01120310010037778,0123583601,С,Крестянівка
UA01120310020022965,0123583602,С,Нова Деревня
UA01120330000034700,0122082900,Н,Ленінська 
UA01120330010071244,0122082901,С,Кир-Байлар
UA01120330020087078,0122082902,С,Звіздне
UA01120330030085735,0122082904,С,Пряме
UA01120350000099339,0122083600,Н,Мар’янівська 
UA01120350010035670,0122083601,С,Мар’янівка
UA01120350020018841,0122083602,С,Давчи
UA01120350030054785,0122083603,С,Щербакове
UA01120370000059657,0122084000,Н,Найдьонівська 
UA01120370010031313,0122084001,С,Найдьонівка
UA01120370020040076,0122084002,С,Золоте
UA01120370030018490,0122084003,С,Орлівка
UA01120390000018557,0122084400,Н,Новопокровська 
UA01120390010034579,0122084401,С,Новопокровка
UA01120390020020127,0122084402,С,Красна Долина
UA01120390030019556,0122084403,С,Миронівка
UA01120390040076540,0122084404,С,Мускатне
UA01120390050020573,0122084405,С,Невське
UA01120390060046431,0122084406,С,Новодолинка
UA01120390070090486,0122084407,С,Проточне
UA01120410000015269,0122055400,Н,Октябрська 
UA01120410010024530,0122055400,Т,Біюк-Онлар
UA01120430000029864,0123584700,Н,Октябрська 
UA01120430010064667,0123584701,С,Кучук-Бораш
UA01120430020086867,0123584702,С,Кам’янка
UA01120450000086774,0122080300,Н,Олександрівська 
UA01120450010067665,0122080301,С,Олександрівка
UA01120450020046393,0122080302,С,Краснодарка
UA01120450030089787,0122080303,С,Тимашівка
UA01120470000018432,0123580100,Н,Олексіївська 
UA01120470010026487,0123580101,С,Олексіївка
UA01120470020026343,0123580102,С,Привільне
UA01120490000019004,0123585200,Н,Островська 
UA01120490010024701,0123585201,С,Кият
UA01120490020086311,0123585203,С,Мельничне
UA01120490030038940,0123585204,С,Снігурівка
UA01120510000062733,0122085600,Н,П’ятихатська 
UA01120510010099982,0122085601,С,П’ятихатка
UA01120510020025621,0122085603,С,Азов
UA01120510030045481,0122085605,С,Зарічне
UA01120510040036954,0122085609,С,Менделєєве
UA01120510050068718,0122085611,С,Салгирка
UA01120510060095778,0122085613,С,Холмове
UA01120530000036753,0123555100,Н,Первомайська 
